2026-01-28 20:41:21 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:137 - INFO ] Create optimizer adam: {'lr': 0.001, 'weight_decay': 1e-05}
2026-01-28 21:24:30 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:4000, lr:1.000e-03, loss:6.994, batch:4000 utterances> 
2026-01-28 21:26:50 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:4200, lr:1.000e-03, loss:8.551, batch:4200 utterances> 
2026-01-28 21:28:25 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:4400, lr:1.000e-03, loss:7.676, batch:4400 utterances> 
2026-01-28 21:29:41 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:4600, lr:1.000e-03, loss:8.872, batch:4600 utterances> 
2026-01-28 21:30:57 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:4800, lr:1.000e-03, loss:8.118, batch:4800 utterances> 
2026-01-28 21:32:35 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:5000, lr:1.000e-03, loss:6.799, batch:5000 utterances> 
2026-01-28 21:34:36 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:5200, lr:1.000e-03, loss:6.406, batch:5200 utterances> 
2026-01-28 21:36:27 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:5400, lr:1.000e-03, loss:7.294, batch:5400 utterances> 
2026-01-28 21:37:51 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:5600, lr:1.000e-03, loss:7.544, batch:5600 utterances> 
2026-01-28 21:39:02 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:5800, lr:1.000e-03, loss:6.381, batch:5800 utterances> 
2026-01-28 21:40:13 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:6000, lr:1.000e-03, loss:7.000, batch:6000 utterances> 
2026-01-28 21:41:29 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:6200, lr:1.000e-03, loss:5.873, batch:6200 utterances> 
2026-01-28 21:42:36 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:6400, lr:1.000e-03, loss:6.883, batch:6400 utterances> 
2026-01-28 21:44:18 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:6600, lr:1.000e-03, loss:7.307, batch:6600 utterances> 
2026-01-28 21:45:32 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:6800, lr:1.000e-03, loss:7.951, batch:6800 utterances> 
2026-01-28 21:46:53 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:7000, lr:1.000e-03, loss:6.415, batch:7000 utterances> 
2026-01-28 21:48:05 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  1, iter:7200, lr:1.000e-03, loss:7.051, batch:7200 utterances> 
2026-01-28 21:48:43 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:184 - INFO ] <epoch:  1, lr:1.000e-03, loss:8.125, Total time:66.251 min> 
2026-01-28 21:48:43 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:191 - INFO ] Validation model ......
2026-01-28 21:50:03 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  1, iter:200, lr:1.000e-03, loss:13.518, batch:200 utterances> 
2026-01-28 21:52:15 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  1, iter:400, lr:1.000e-03, loss:12.971, batch:400 utterances> 
2026-01-28 21:54:49 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  1, iter:600, lr:1.000e-03, loss:12.709, batch:600 utterances> 
2026-01-28 21:56:59 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  1, iter:800, lr:1.000e-03, loss:12.222, batch:800 utterances> 
2026-01-28 21:57:18 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:211 - INFO ] <epoch:  1, lr:1.000e-03, loss:12.835, Total time:8.574 min> 
2026-01-28 21:57:18 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:242 - INFO ] Epoch: 1, now best loss change: 12.8354
2026-01-28 21:57:18 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:161 - INFO ] Training model ......
2026-01-28 21:58:25 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:200, lr:1.000e-03, loss:6.413, batch:200 utterances> 
2026-01-28 21:59:29 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:400, lr:1.000e-03, loss:7.742, batch:400 utterances> 
2026-01-28 22:00:34 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:600, lr:1.000e-03, loss:7.300, batch:600 utterances> 
2026-01-28 22:01:41 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:800, lr:1.000e-03, loss:6.943, batch:800 utterances> 
2026-01-28 22:02:49 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:1000, lr:1.000e-03, loss:6.068, batch:1000 utterances> 
2026-01-28 22:03:57 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:1200, lr:1.000e-03, loss:5.392, batch:1200 utterances> 
2026-01-28 22:05:01 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:1400, lr:1.000e-03, loss:6.931, batch:1400 utterances> 
2026-01-28 22:06:06 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:1600, lr:1.000e-03, loss:5.836, batch:1600 utterances> 
2026-01-28 22:07:25 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:1800, lr:1.000e-03, loss:6.662, batch:1800 utterances> 
2026-01-28 22:08:36 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:2000, lr:1.000e-03, loss:6.859, batch:2000 utterances> 
2026-01-28 22:09:55 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:2200, lr:1.000e-03, loss:6.372, batch:2200 utterances> 
2026-01-28 22:11:14 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:2400, lr:1.000e-03, loss:7.012, batch:2400 utterances> 
2026-01-28 22:12:26 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:2600, lr:1.000e-03, loss:6.370, batch:2600 utterances> 
2026-01-28 22:13:42 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:2800, lr:1.000e-03, loss:5.540, batch:2800 utterances> 
2026-01-28 22:14:51 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:3000, lr:1.000e-03, loss:6.089, batch:3000 utterances> 
2026-01-28 22:16:09 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:3200, lr:1.000e-03, loss:5.383, batch:3200 utterances> 
2026-01-28 22:17:22 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:3400, lr:1.000e-03, loss:5.563, batch:3400 utterances> 
2026-01-28 22:18:32 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:3600, lr:1.000e-03, loss:4.803, batch:3600 utterances> 
2026-01-28 22:19:41 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:3800, lr:1.000e-03, loss:5.741, batch:3800 utterances> 
2026-01-28 22:20:51 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:4000, lr:1.000e-03, loss:6.515, batch:4000 utterances> 
2026-01-28 22:22:15 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:4200, lr:1.000e-03, loss:7.332, batch:4200 utterances> 
2026-01-28 22:23:29 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:4400, lr:1.000e-03, loss:4.640, batch:4400 utterances> 
2026-01-28 22:24:38 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:4600, lr:1.000e-03, loss:4.788, batch:4600 utterances> 
2026-01-28 22:25:47 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:4800, lr:1.000e-03, loss:6.575, batch:4800 utterances> 
2026-01-28 22:26:59 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:5000, lr:1.000e-03, loss:5.331, batch:5000 utterances> 
2026-01-28 22:28:07 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:5200, lr:1.000e-03, loss:4.728, batch:5200 utterances> 
2026-01-28 22:29:14 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:5400, lr:1.000e-03, loss:5.894, batch:5400 utterances> 
2026-01-28 22:30:20 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:5600, lr:1.000e-03, loss:5.183, batch:5600 utterances> 
2026-01-28 22:31:39 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:5800, lr:1.000e-03, loss:6.210, batch:5800 utterances> 
2026-01-28 22:33:05 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:6000, lr:1.000e-03, loss:5.269, batch:6000 utterances> 
2026-01-28 22:34:14 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:6200, lr:1.000e-03, loss:5.023, batch:6200 utterances> 
2026-01-28 22:35:23 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:6400, lr:1.000e-03, loss:5.261, batch:6400 utterances> 
2026-01-28 22:36:30 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:6600, lr:1.000e-03, loss:4.945, batch:6600 utterances> 
2026-01-28 22:37:39 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:6800, lr:1.000e-03, loss:4.951, batch:6800 utterances> 
2026-01-28 22:38:58 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:7000, lr:1.000e-03, loss:4.205, batch:7000 utterances> 
2026-01-28 22:40:10 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  2, iter:7200, lr:1.000e-03, loss:6.140, batch:7200 utterances> 
2026-01-28 22:41:01 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:184 - INFO ] <epoch:  2, lr:1.000e-03, loss:5.871, Total time:43.711 min> 
2026-01-28 22:41:01 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:191 - INFO ] Validation model ......
2026-01-28 22:42:54 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  2, iter:200, lr:1.000e-03, loss:12.086, batch:200 utterances> 
2026-01-28 22:44:48 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  2, iter:400, lr:1.000e-03, loss:11.846, batch:400 utterances> 
2026-01-28 22:46:25 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  2, iter:600, lr:1.000e-03, loss:11.353, batch:600 utterances> 
2026-01-28 22:47:51 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:207 - INFO ] <epoch:  2, iter:800, lr:1.000e-03, loss:11.010, batch:800 utterances> 
2026-01-28 22:48:01 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:211 - INFO ] <epoch:  2, lr:1.000e-03, loss:11.543, Total time:7.006 min> 
2026-01-28 22:48:02 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:242 - INFO ] Epoch: 2, now best loss change: 11.5430
2026-01-28 22:48:03 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:161 - INFO ] Training model ......
2026-01-28 22:49:04 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:200, lr:1.000e-03, loss:5.238, batch:200 utterances> 
2026-01-28 22:50:01 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:400, lr:1.000e-03, loss:5.707, batch:400 utterances> 
2026-01-28 22:51:03 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:600, lr:1.000e-03, loss:4.612, batch:600 utterances> 
2026-01-28 22:52:03 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:800, lr:1.000e-03, loss:5.308, batch:800 utterances> 
2026-01-28 22:53:08 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:1000, lr:1.000e-03, loss:3.071, batch:1000 utterances> 
2026-01-28 22:54:02 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:1200, lr:1.000e-03, loss:5.338, batch:1200 utterances> 
2026-01-28 22:54:57 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:1400, lr:1.000e-03, loss:5.597, batch:1400 utterances> 
2026-01-28 22:55:52 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:1600, lr:1.000e-03, loss:4.037, batch:1600 utterances> 
2026-01-28 22:56:55 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:1800, lr:1.000e-03, loss:2.688, batch:1800 utterances> 
2026-01-28 22:57:58 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:2000, lr:1.000e-03, loss:6.418, batch:2000 utterances> 
2026-01-28 22:58:51 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:2200, lr:1.000e-03, loss:5.528, batch:2200 utterances> 
2026-01-28 22:59:44 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:2400, lr:1.000e-03, loss:5.746, batch:2400 utterances> 
2026-01-28 23:00:36 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:2600, lr:1.000e-03, loss:4.748, batch:2600 utterances> 
2026-01-28 23:01:31 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:2800, lr:1.000e-03, loss:5.519, batch:2800 utterances> 
2026-01-28 23:02:25 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:3000, lr:1.000e-03, loss:5.493, batch:3000 utterances> 
2026-01-28 23:03:30 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:3200, lr:1.000e-03, loss:6.111, batch:3200 utterances> 
2026-01-28 23:04:28 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:3400, lr:1.000e-03, loss:5.830, batch:3400 utterances> 
2026-01-28 23:05:32 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:3600, lr:1.000e-03, loss:4.862, batch:3600 utterances> 
2026-01-28 23:06:30 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:3800, lr:1.000e-03, loss:5.503, batch:3800 utterances> 
2026-01-28 23:07:30 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:4000, lr:1.000e-03, loss:4.236, batch:4000 utterances> 
2026-01-28 23:08:32 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:4200, lr:1.000e-03, loss:5.772, batch:4200 utterances> 
2026-01-28 23:09:35 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:4400, lr:1.000e-03, loss:3.030, batch:4400 utterances> 
2026-01-28 23:10:36 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:4600, lr:1.000e-03, loss:3.039, batch:4600 utterances> 
2026-01-28 23:11:42 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:4800, lr:1.000e-03, loss:5.177, batch:4800 utterances> 
2026-01-28 23:12:44 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:5000, lr:1.000e-03, loss:4.854, batch:5000 utterances> 
2026-01-28 23:13:41 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:5200, lr:1.000e-03, loss:4.416, batch:5200 utterances> 
2026-01-28 23:14:39 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:5400, lr:1.000e-03, loss:5.101, batch:5400 utterances> 
2026-01-28 23:15:34 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:5600, lr:1.000e-03, loss:4.792, batch:5600 utterances> 
2026-01-28 23:16:31 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:5800, lr:1.000e-03, loss:4.671, batch:5800 utterances> 
2026-01-28 23:17:29 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:6000, lr:1.000e-03, loss:5.128, batch:6000 utterances> 
2026-01-28 23:18:27 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:6200, lr:1.000e-03, loss:4.172, batch:6200 utterances> 
2026-01-28 23:19:24 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:6400, lr:1.000e-03, loss:3.985, batch:6400 utterances> 
2026-01-28 23:20:21 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:6600, lr:1.000e-03, loss:3.440, batch:6600 utterances> 
2026-01-28 23:21:19 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:6800, lr:1.000e-03, loss:4.446, batch:6800 utterances> 
2026-01-28 23:22:12 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:7000, lr:1.000e-03, loss:5.051, batch:7000 utterances> 
2026-01-28 23:23:16 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:180 - INFO ] <epoch:  3, iter:7200, lr:1.000e-03, loss:4.494, batch:7200 utterances> 
2026-01-28 23:23:43 [/home/student/zt/Conv-TasNet/Conv_TasNet_Pytorch/trainer.py:184 - INFO ] <epoch:  3, lr:1.000e-03, loss:4.833, Total time:35.658 min> 
