2026-02-12 15:31:32 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:117 - INFO ] 从baseline预训练权重中加载
2026-02-12 15:31:33 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:120 - INFO ] 从Wavlm预训练权重中加载
2026-02-12 15:31:37 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:213 - INFO ] Create optimizer adam: {'lr': 0.001, 'weight_decay': 1e-05}
2026-02-12 16:01:45 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:6400, lr:1.000e-03, loss:6.256, batch:6400 utterances> 
2026-02-12 16:02:38 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:6600, lr:1.000e-03, loss:7.103, batch:6600 utterances> 
2026-02-12 16:03:30 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:6800, lr:1.000e-03, loss:4.413, batch:6800 utterances> 
2026-02-12 16:04:23 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:7000, lr:1.000e-03, loss:5.980, batch:7000 utterances> 
2026-02-12 16:05:15 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:7200, lr:1.000e-03, loss:5.139, batch:7200 utterances> 
2026-02-12 16:06:08 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:7400, lr:1.000e-03, loss:4.670, batch:7400 utterances> 
2026-02-12 16:07:00 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:7600, lr:1.000e-03, loss:5.861, batch:7600 utterances> 
2026-02-12 16:07:53 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:7800, lr:1.000e-03, loss:5.332, batch:7800 utterances> 
2026-02-12 16:08:46 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  1, iter:8000, lr:1.000e-03, loss:5.146, batch:8000 utterances> 
2026-02-12 16:08:53 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:261 - INFO ] <epoch:  1, lr:1.000e-03, loss:6.157, Total time:35.218 min> 
2026-02-12 16:08:53 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:269 - INFO ] Validation model ......
2026-02-12 16:09:21 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  1, iter:200, lr:1.000e-03, loss:10.316, batch:200 utterances> 
2026-02-12 16:09:46 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  1, iter:400, lr:1.000e-03, loss:10.358, batch:400 utterances> 
2026-02-12 16:10:11 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  1, iter:600, lr:1.000e-03, loss:9.399, batch:600 utterances> 
2026-02-12 16:10:37 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  1, iter:800, lr:1.000e-03, loss:9.193, batch:800 utterances> 
2026-02-12 16:10:53 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:288 - INFO ] <epoch:  1, lr:1.000e-03, loss:9.819, Total time:2.003 min> 
2026-02-12 16:10:57 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:320 - INFO ] Epoch: 1, now best loss change: 9.8189
2026-02-12 16:11:01 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:237 - INFO ] Training model ......
2026-02-12 16:11:56 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:200, lr:1.000e-03, loss:5.637, batch:200 utterances> 
2026-02-12 16:12:49 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:400, lr:1.000e-03, loss:4.937, batch:400 utterances> 
2026-02-12 16:13:41 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:600, lr:1.000e-03, loss:5.536, batch:600 utterances> 
2026-02-12 16:14:34 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:800, lr:1.000e-03, loss:6.329, batch:800 utterances> 
2026-02-12 16:15:27 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:1000, lr:1.000e-03, loss:5.068, batch:1000 utterances> 
2026-02-12 16:16:20 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:1200, lr:1.000e-03, loss:4.641, batch:1200 utterances> 
2026-02-12 16:17:12 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:1400, lr:1.000e-03, loss:5.716, batch:1400 utterances> 
2026-02-12 16:18:05 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:1600, lr:1.000e-03, loss:5.038, batch:1600 utterances> 
2026-02-12 16:18:57 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:1800, lr:1.000e-03, loss:4.295, batch:1800 utterances> 
2026-02-12 16:19:50 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:2000, lr:1.000e-03, loss:4.363, batch:2000 utterances> 
2026-02-12 16:20:42 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:2200, lr:1.000e-03, loss:3.912, batch:2200 utterances> 
2026-02-12 16:21:35 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:2400, lr:1.000e-03, loss:5.038, batch:2400 utterances> 
2026-02-12 16:22:27 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:2600, lr:1.000e-03, loss:4.202, batch:2600 utterances> 
2026-02-12 16:23:20 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:2800, lr:1.000e-03, loss:4.610, batch:2800 utterances> 
2026-02-12 16:24:12 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:3000, lr:1.000e-03, loss:5.668, batch:3000 utterances> 
2026-02-12 16:25:05 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:3200, lr:1.000e-03, loss:3.668, batch:3200 utterances> 
2026-02-12 16:25:57 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:3400, lr:1.000e-03, loss:4.507, batch:3400 utterances> 
2026-02-12 16:26:50 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:3600, lr:1.000e-03, loss:4.626, batch:3600 utterances> 
2026-02-12 16:27:42 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:3800, lr:1.000e-03, loss:3.558, batch:3800 utterances> 
2026-02-12 16:28:34 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:4000, lr:1.000e-03, loss:3.224, batch:4000 utterances> 
2026-02-12 16:29:27 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:4200, lr:1.000e-03, loss:3.230, batch:4200 utterances> 
2026-02-12 16:30:19 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:4400, lr:1.000e-03, loss:4.247, batch:4400 utterances> 
2026-02-12 16:31:12 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:4600, lr:1.000e-03, loss:3.843, batch:4600 utterances> 
2026-02-12 16:32:04 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:4800, lr:1.000e-03, loss:2.961, batch:4800 utterances> 
2026-02-12 16:32:57 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:5000, lr:1.000e-03, loss:4.718, batch:5000 utterances> 
2026-02-12 16:33:50 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:5200, lr:1.000e-03, loss:3.721, batch:5200 utterances> 
2026-02-12 16:34:42 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:5400, lr:1.000e-03, loss:1.887, batch:5400 utterances> 
2026-02-12 16:35:35 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:5600, lr:1.000e-03, loss:3.765, batch:5600 utterances> 
2026-02-12 16:36:28 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:5800, lr:1.000e-03, loss:3.549, batch:5800 utterances> 
2026-02-12 16:37:20 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:6000, lr:1.000e-03, loss:2.145, batch:6000 utterances> 
2026-02-12 16:38:13 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:6200, lr:1.000e-03, loss:3.350, batch:6200 utterances> 
2026-02-12 16:39:06 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:6400, lr:1.000e-03, loss:3.724, batch:6400 utterances> 
2026-02-12 16:39:58 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:6600, lr:1.000e-03, loss:3.446, batch:6600 utterances> 
2026-02-12 16:40:51 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:6800, lr:1.000e-03, loss:2.676, batch:6800 utterances> 
2026-02-12 16:41:43 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:7000, lr:1.000e-03, loss:2.477, batch:7000 utterances> 
2026-02-12 16:42:35 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:7200, lr:1.000e-03, loss:2.960, batch:7200 utterances> 
2026-02-12 16:43:28 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:7400, lr:1.000e-03, loss:3.603, batch:7400 utterances> 
2026-02-12 16:44:21 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:7600, lr:1.000e-03, loss:3.342, batch:7600 utterances> 
2026-02-12 16:45:13 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:7800, lr:1.000e-03, loss:4.212, batch:7800 utterances> 
2026-02-12 16:46:05 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  2, iter:8000, lr:1.000e-03, loss:4.254, batch:8000 utterances> 
2026-02-12 16:46:13 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:261 - INFO ] <epoch:  2, lr:1.000e-03, loss:4.054, Total time:35.211 min> 
2026-02-12 16:46:13 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:269 - INFO ] Validation model ......
2026-02-12 16:46:41 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  2, iter:200, lr:1.000e-03, loss:8.585, batch:200 utterances> 
2026-02-12 16:47:07 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  2, iter:400, lr:1.000e-03, loss:8.234, batch:400 utterances> 
2026-02-12 16:47:32 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  2, iter:600, lr:1.000e-03, loss:7.715, batch:600 utterances> 
2026-02-12 16:47:58 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:284 - INFO ] <epoch:  2, iter:800, lr:1.000e-03, loss:7.197, batch:800 utterances> 
2026-02-12 16:48:14 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:288 - INFO ] <epoch:  2, lr:1.000e-03, loss:7.949, Total time:2.013 min> 
2026-02-12 16:48:18 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:320 - INFO ] Epoch: 2, now best loss change: 7.9493
2026-02-12 16:48:22 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:237 - INFO ] Training model ......
2026-02-12 16:49:18 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  3, iter:200, lr:1.000e-03, loss:2.880, batch:200 utterances> 
2026-02-12 16:50:11 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  3, iter:400, lr:1.000e-03, loss:2.297, batch:400 utterances> 
2026-02-12 16:51:04 [/lustre/users/shi/datasets/librimix/ConvTasNet/ConvTasNet_Separation_WavLM_CAtt/trainer_baseline.py:255 - INFO ] <epoch:  3, iter:600, lr:1.000e-03, loss:2.389, batch:600 utterances> 
